id,dimension,text,text_en,rater_one,rater_two,rater_three,average_score
AU01.001030,d5_ambiguity_tolerance,"Okay, also für Sie ist es sehr wichtig, dass Sie die kulturellen Werte und die religiösen Werte, die Sie mitgegeben haben, auch an die nächste Generation weitergeben oder an Ihr Umfeld. Und ich habe noch nicht ganz verstanden, Sie sagen, wenn Menschen in Ihrem Studium z.B. atheistisch sind, dass Sie das als respektlos wahrnehmen oder so empfinden. Können Sie mir darüber noch ein bisschen mehr erzählen, damit ich besser verstehe, was Sie damit ganz klar meinen?","Okay, so it is very important for you that you pass on the cultural values ​​and religious values ​​that you have passed on to the next generation or those around you. And I haven't fully understood yet, you say that when people in your studies are atheistic, for example, that you perceive it as disrespectful or feel something like that. Can you tell me a little more about this so I can better understand what you clearly mean by that?",4,4,4,4.0
AU01.001031,d5_ambiguity_tolerance,"Also, habe ich Sie damit richtig verstanden, dass Sie sagen, dass Sie quasi verflucht wurden und irgendwie Ihnen das jemand angetan hat und dass Sie dadurch jetzt diese Symptome bekommen haben? Genau, und wenn dem so ist, dann wäre für mich erstmal als erstes interessant, was es bräuchte, um diesen Fluch, wenn Sie den so beschreiben, wieder zu lösen. Und als letztes wäre dann auch noch für mich interessant, ob Sie sich auch vorstellen könnten, dass es quasi andere Möglichkeiten gibt, warum Sie diese Symptome entwickelt haben. Also ob das die einzige Erklärung ist oder ob es vielleicht auch noch nur so rein hypothetisch andere Möglichkeiten geben würde, wo die Erkrankungen und die Symptome herkommen.","So, did I understand you correctly when you said that you were essentially cursed and somehow someone did this to you and that's why you're now getting these symptoms? Exactly, and if that's the case, then the first thing that would be interesting to me is what it would take to solve this curse, if you describe it like that. And lastly, I would also be interested to know whether you could also imagine that there are other possibilities as to why you developed these symptoms. So whether that is the only explanation or whether there might just be purely hypothetical other possibilities as to where the illnesses and symptoms come from.",2,2,2,2.0
AU01.001079,d5_ambiguity_tolerance,"Das heißt, Sie fürchten, wenn Ihre Frau jetzt arbeiten geht, dass es der Familie dadurch viel schlechter geht, weil Ihre Frau dann ja ganz offensichtlich weniger Zeit hat für die Aufgaben, die sie so nimmt in der Familie. Und dann bleiben die so auf der Strecke und das hätte ganz schlimme Folgen für die Familie. Vielleicht können Sie mir das noch mal etwas genauer erklären. Also wie sähe das denn konkret aus, wenn Ihre Frau jetzt tatsächlich arbeiten gehen würde? Was würde dann passieren?","This means that you fear that if your wife goes to work now, things will be much worse for the family because your wife will obviously have less time for the tasks that she takes on in the family. And then they fall by the wayside and that would have very bad consequences for the family. Maybe you can explain this to me in more detail. So what would it look like if your wife actually went to work now? What would happen then?",3,3,4,3.333
AU01.001080,d5_ambiguity_tolerance,"Ja, okay, das finde ich eine ganz spannende und irgendwie auch schöne Vorstellung. Ich verstehe das so, dass sie sich da gar nicht ganz alleine fühlen, sondern es gibt diese Engel und die können einen total positiven Einfluss auf ihre psychische Gesundheit haben. Das möchte ich gerne genauer verstehen. Also gibt es irgendwie, wann sind die Engel denn eigentlich positiv gestimmt und wann sind sie negativ gestimmt?","Yes, okay, I find that a very exciting and somehow beautiful idea. I understand this to mean that they don't feel completely alone, but that there are these angels and they can have a totally positive influence on their mental health. I would like to understand this in more detail. So there is somehow, when are the angels actually in a positive mood and when are they in a negative mood?",4,3,4,3.667
AU01.001081,d5_ambiguity_tolerance,"Okay, das heißt, es ist sowas, was in Ihrer Familie hochgehängt wird, bestimmte muslimische Werte. Und Ihnen ist es auch total wichtig, auch diese Werte weiterzugeben. Wahrscheinlich sind es auch Werte, die Sie selbst irgendwie leben. Jetzt fehlt mir so ein bisschen die Vorstellung. Vielleicht können Sie mir das etwas genauer erklären. Was sind das denn konkret für Werte? Was ist Ihnen denn wichtig, was Ihre Kinder lernen oder wie die sich verhalten?","Okay, so that means it's something that's held up in your family, certain Muslim values. And it is also very important to you to pass on these values. They are probably values ​​that you live in some way. Now I'm a bit at a loss for ideas. Maybe you can explain this to me in more detail. What exactly are these values? What is important to you, what your children learn or how they behave?",4,3,4,3.667
AU01.001087,d5_ambiguity_tolerance,"Das scheint für Sie ein wirklich wichtiges Thema zu sein. Können Sie mir nochmal genauer erklären, warum Sie der Meinung sind, dass die beiden Dinge nicht gut unter einen Hut zu kriegen sind?",This seems to be a really important topic for you. Can you explain to me in more detail why you don't think the two things can be reconciled well?,3,3,4,3.333
AU01.001088,d5_ambiguity_tolerance,"Ich kann gut nachvollziehen, dass sich Ihre Symptome für Sie wie ein Fluch anfühlen. Wollen Sie mir nochmal genauer erklären, was genau Sie damit meinen und wie Sie das beschreiben würden?",I can understand that your symptoms feel like a curse to you. Would you like to explain to me in more detail what exactly you mean by that and how you would describe it?,4,3,4,3.667
AU01.001089,d5_ambiguity_tolerance,"Wenn ich mich in ihre Situation versetze, kann ich das gut nachvollziehen, dass das für sie sehr wichtig ist. Ich kann noch ihren Zwiespalt verstehen. Wollen wir noch mal genauer schauen, wie genau dieser Zwiespalt aussieht?","When I put myself in her situation, I can understand that this is very important for her. I can still understand their conflict. Do we want to take a closer look at what exactly this dichotomy looks like?",3,3,4,3.333
AU01.001115,d5_ambiguity_tolerance,"Und dieser Fluch ist etwas sehr Mächtiges, was alles überschattet. Was kann denn ein solchen Fluch aufheben, oder Sie sagten von Ihnen nehmen, wer könnte das denn tun?","And this curse is something very powerful that overshadows everything. What then can remove such a curse, or you said take it from you, who could do that?",3,2,4,3.0
AU01.001116,d5_ambiguity_tolerance,"Die Familie und der familiäre Zusammenhalt scheinen ja ganz wichtige Orientierungspunkte für Sie zu sein. Da würde mich interessieren, was waren denn so Situationen, wo Sie den Zusammenhalt in der Familie so richtig wertschätzen konnten? So eine Erfahrung, wo Sie mal wieder gesehen haben, wie viel das wert ist, ein solcher Familienzusammenhalt. Gibt es da ein bestimmtes Erlebnis, was Sie mir erzählen können?","The family and family cohesion seem to be very important points of reference for you. I would be interested to know what were the situations where you were able to really appreciate the solidarity in the family? Such an experience where you saw again how much it is worth, such family solidarity. Is there a specific experience you can tell me?",2,4,4,3.333
AU01.001117,d5_ambiguity_tolerance,"Ja, das verstehe ich. Wenn man so ein Wertesystem hat, was einem Orientierung gibt und Struktur gibt in allen Situationen des Lebens, das ist ja schon sehr viel wert. Welche Werte sind es denn im Islam, die ihnen besonders wichtig wären, dass ihre Kinder sie übernehmen?","Yes, I understand that. If you have a value system like that that gives you orientation and structure in all situations in life, that's worth a lot. What values ​​are there in Islam that would be particularly important to them for their children to adopt?",4,4,4,4.0
AU01.001145,d5_ambiguity_tolerance,"Wie genau sind denn die Vorstellungen von Ihrer Frau? Was würde sie gerne machen und wie viele Stunden würde sie gerne arbeiten? Ich frage mich, ob es vielleicht auch einen Kompromiss geben könnte.",How accurate are your wife's ideas? What would she like to do and how many hours would she like to work? I wonder if there might be a compromise too.,1,1,2,1.333
AU01.001147,d5_ambiguity_tolerance,"Das ist ein ganz interessanter Gedanke. Was müssten Sie denn tun, damit die Engel, die Sie umgeben, positiv gestimmt werden?",That's a very interesting thought. What would you have to do to make the angels around you feel positive?,3,3,4,3.333
AU01.001148,d5_ambiguity_tolerance,Können Sie mir das noch genauer erklären? Was genau finden Sie darin respektlos?,Can you explain this to me in more detail? What exactly do you find disrespectful in it?,3,3,3,3.0
AU01.001150,d5_ambiguity_tolerance,"Ich kann mir vorstellen, dass sie auch schon ihre Grenzen stoßen, wenn sie diesen beiden Anteilen in ihnen gerecht werden wollen.",I can imagine that they will reach their limits if they want to do justice to these two parts of themselves.,2,3,2,2.333
AU01.001152,d5_ambiguity_tolerance,"Das klingt für mich so als sei ein Respekt gegenüber ihrem Glauben sehr, sehr wichtig. Welche Traditionen sind Ihnen denn besonders wichtig in Ihrer Religion, die Sie gerne weitergeben möchten?","It sounds to me like respect for their faith is very, very important. Which traditions are particularly important to you in your religion that you would like to pass on?",4,3,4,3.667
